,country_life,Year,liver_death,country_pop,LifeExpectancy,Region,Country Name,Indicator Name,Pop
4782,Madagascar,2014,0.0025779269275201895,Madagascar,67.1,Sub-Saharan Africa,Madagascar,"Population, female",11831212.0
4783,Maldives,2014,0.0010978896121899017,Maldives,79.5,South Asia,Maldives,"Population, female",180346.0
4784,Mexico,2014,0.0055129747372567465,Mexico,77.8,Latin America & Caribbean,Mexico,"Population, female",61491303.0
4785,North Macedonia,2014,0.008643259854332518,North Macedonia,77.5,Europe & Central Asia,North Macedonia,"Population, female",1033175.0
4786,Mali,2014,0.008100718141652748,Mali,58.2,Sub-Saharan Africa,Mali,"Population, female",8468385.0
4787,Malta,2014,0.0033489433347747284,Malta,83.7,Middle East & North Africa,Malta,"Population, female",217382.0
4788,Myanmar,2014,0.007569621035600223,Myanmar,69.0,East Asia & Pacific,Myanmar,"Population, female",27081937.0
4789,Montenegro,2014,0.0065825457598229385,Montenegro,78.9,Europe & Central Asia,Montenegro,"Population, female",314468.0
4790,Mongolia,2014,0.04885977043983888,Mongolia,73.4,East Asia & Pacific,Mongolia,"Population, female",1485885.0
4791,Mozambique,2014,0.00687569972957055,Mozambique,59.9,Sub-Saharan Africa,Mozambique,"Population, female",13569528.0
4792,Mauritania,2014,0.006574705730951829,Mauritania,65.6,Sub-Saharan Africa,Mauritania,"Population, female",1962065.0
4793,Mauritius,2014,0.0037411795404636863,Mauritius,78.1,Sub-Saharan Africa,Mauritius,"Population, female",636163.0
4794,Malawi,2014,0.0023227494191311805,Malawi,65.0,Sub-Saharan Africa,Malawi,"Population, female",8266066.0
4795,Malaysia,2014,0.0035633196023528682,Malaysia,77.7,East Asia & Pacific,Malaysia,"Population, female",14480879.0
4796,Namibia,2014,0.0008863298953960275,Namibia,64.9,Sub-Saharan Africa,Namibia,"Population, female",1173378.0
4797,Niger,2014,0.003969333822849777,Niger,61.8,Sub-Saharan Africa,Niger,"Population, female",9598588.0
4798,Nigeria,2014,0.004259476908451453,Nigeria,54.0,Sub-Saharan Africa,Nigeria,"Population, female",87099897.0
4799,Nicaragua,2014,0.00523179247950694,Nicaragua,77.1,Latin America & Caribbean,Nicaragua,"Population, female",3115567.0
4800,Netherlands,2014,0.004750304320054052,Netherlands,83.5,Europe & Central Asia,Netherlands,"Population, female",8483667.0
4801,Norway,2014,0.003269523460103395,Norway,83.9,Europe & Central Asia,Norway,"Population, female",2553889.0
4802,Nepal,2014,0.001734722489851353,Nepal,70.9,South Asia,Nepal,"Population, female",14411527.0
4803,New Zealand,2014,0.004059240521324951,New Zealand,83.5,East Asia & Pacific,New Zealand,"Population, female",2295996.0
4804,Oman,2014,0.0015007980879551835,Oman,79.4,Middle East & North Africa,Oman,"Population, female",1425908.0
4805,Pakistan,2014,0.0022052309936205308,Pakistan,67.5,South Asia,Pakistan,"Population, female",94774652.0
4806,Panama,2014,0.0038941611246460788,Panama,81.0,Latin America & Caribbean,Panama,"Population, female",1943936.0
4807,Peru,2014,0.006269309174978731,Peru,78.5,Latin America & Caribbean,Peru,"Population, female",15137234.0
4808,Philippines,2014,0.004529086343604266,Philippines,75.0,East Asia & Pacific,Philippines,"Population, female",49899689.0
4809,Papua New Guinea,2014,0.002669322300134493,Papua New Guinea,64.8,East Asia & Pacific,Papua New Guinea,"Population, female",3896120.0
4810,Poland,2014,0.004960416944478084,Poland,81.8,Europe & Central Asia,Poland,"Population, female",19595127.0
4811,Puerto Rico,2014,0.0071131247468324875,Puerto Rico,83.0,Latin America & Caribbean,Puerto Rico,"Population, female",1841666.0
4812,"Korea, Dem. People's Rep.",2014,0.018974567520412888,"Korea, Dem. People's Rep.",74.9,East Asia & Pacific,"Korea, Dem. People's Rep.","Population, female",12806616.0
4813,Portugal,2014,0.005998249535227098,Portugal,84.2,Europe & Central Asia,Portugal,"Population, female",5468262.0
4814,Paraguay,2014,0.0023079196819267055,Paraguay,75.7,Latin America & Caribbean,Paraguay,"Population, female",3241014.0
4816,Qatar,2014,0.001262200847282249,Qatar,81.5,Middle East & North Africa,Qatar,"Population, female",584693.0
4817,Romania,2014,0.009881496399026173,Romania,78.9,Europe & Central Asia,Romania,"Population, female",10221124.0
4818,Russian Federation,2014,0.005571048107710592,Russian Federation,76.9,Europe & Central Asia,Russian Federation,"Population, female",77184758.0
4819,Rwanda,2014,0.0035620380315787964,Rwanda,69.4,Sub-Saharan Africa,Rwanda,"Population, female",5642837.0
4820,Saudi Arabia,2014,0.0039750771628230454,Saudi Arabia,76.3,Middle East & North Africa,Saudi Arabia,"Population, female",13383388.0
4821,Sudan,2014,0.0022554290780326413,Sudan,66.2,Sub-Saharan Africa,Sudan,"Population, female",19020771.0
4822,Senegal,2014,0.005876850057800469,Senegal,68.6,Sub-Saharan Africa,Senegal,"Population, female",7282813.0
4823,Singapore,2014,0.00575377524372992,Singapore,85.0,East Asia & Pacific,Singapore,"Population, female",2606984.0
4824,Solomon Islands,2014,0.003532785636109225,Solomon Islands,74.0,East Asia & Pacific,Solomon Islands,"Population, female",288724.0
4825,Sierra Leone,2014,0.0049127643557079935,Sierra Leone,53.8,Sub-Saharan Africa,Sierra Leone,"Population, female",3521439.0
4826,El Salvador,2014,0.0060329796886682335,El Salvador,76.9,Latin America & Caribbean,El Salvador,"Population, female",3331687.0
4827,Somalia,2014,0.0026762778743633247,Somalia,57.6,Sub-Saharan Africa,Somalia,"Population, female",6725759.0
4828,Serbia,2014,0.009573026512331873,Serbia,78.0,Europe & Central Asia,Serbia,"Population, female",3635214.0
4829,South Sudan,2014,0.0033361551645767046,South Sudan,58.4,Sub-Saharan Africa,South Sudan,"Population, female",5275534.0
4830,Sao Tome and Principe,2014,0.0008895068860102037,Sao Tome and Principe,71.7,Sub-Saharan Africa,Sao Tome and Principe,"Population, female",97807.0
4831,Suriname,2014,0.005639378140315005,Suriname,74.6,Latin America & Caribbean,Suriname,"Population, female",274853.0
4832,Slovak Republic,2014,0.005418366036102824,Slovak Republic,80.3,Europe & Central Asia,Slovak Republic,"Population, female",2786818.0
4833,Slovenia,2014,0.006621374026672476,Slovenia,83.5,Europe & Central Asia,Slovenia,"Population, female",1037549.0
4834,Sweden,2014,0.0055229320174466955,Sweden,84.1,Europe & Central Asia,Sweden,"Population, female",4852495.0
4835,Eswatini,2014,0.0024569420898749414,Eswatini,59.4,Sub-Saharan Africa,Eswatini,"Population, female",569814.0
4836,Seychelles,2014,0.0036361993811685526,Seychelles,77.1,Sub-Saharan Africa,Seychelles,"Population, female",44277.0
4837,Syrian Arab Republic,2014,0.0017886826600038597,Syrian Arab Republic,76.8,Middle East & North Africa,Syrian Arab Republic,"Population, female",9280573.0
4838,Chad,2014,0.004236288485402699,Chad,54.6,Sub-Saharan Africa,Chad,"Population, female",6845615.0
4839,Togo,2014,0.005706512132462344,Togo,60.7,Sub-Saharan Africa,Togo,"Population, female",3592387.0
4840,Thailand,2014,0.018890996748147832,Thailand,79.9,East Asia & Pacific,Thailand,"Population, female",34990213.0
4841,Tajikistan,2014,0.0022870343011116697,Tajikistan,72.5,Europe & Central Asia,Tajikistan,"Population, female",4088264.0
4842,Turkmenistan,2014,0.0028465011636424693,Turkmenistan,71.2,Europe & Central Asia,Turkmenistan,"Population, female",2775337.0
4843,Timor-Leste,2014,0.002307659189736083,Timor-Leste,70.5,East Asia & Pacific,Timor-Leste,"Population, female",580675.0
4844,Tonga,2014,0.01089001089001089,Tonga,72.4,East Asia & Pacific,Tonga,"Population, female",50505.0
4845,Trinidad and Tobago,2014,0.0034864464394665736,Trinidad and Tobago,75.7,Latin America & Caribbean,Trinidad and Tobago,"Population, female",688380.0
4846,Tunisia,2014,0.0013380899501373156,Tunisia,78.0,Middle East & North Africa,Tunisia,"Population, female",5575111.0
4847,Turkey,2014,0.0024110524274429963,Turkey,79.5,Europe & Central Asia,Turkey,"Population, female",39235978.0
4848,Tanzania,2014,0.003691872044030129,Tanzania,65.1,Sub-Saharan Africa,Tanzania,"Population, female",25027953.0
4849,Uganda,2014,0.0032516529812522247,Uganda,63.3,Sub-Saharan Africa,Uganda,"Population, female",18790443.0
4850,Ukraine,2014,0.003397612435705218,Ukraine,76.3,Europe & Central Asia,Ukraine,"Population, female",24340622.0
4851,Uruguay,2014,0.002669267024954239,Uruguay,81.0,Latin America & Caribbean,Uruguay,"Population, female",1760783.0
4852,United States,2014,0.005125929040465724,United States,81.4,North America,United States,"Population, female",160946434.0
4853,Uzbekistan,2014,0.0030631536805572376,Uzbekistan,73.1,Europe & Central Asia,Uzbekistan,"Population, female",15441602.0
4854,St. Vincent and the Grenadines,2014,0.004026292627202757,St. Vincent and the Grenadines,74.7,Latin America & Caribbean,St. Vincent and the Grenadines,"Population, female",53399.0
4855,"Venezuela, RB",2014,0.003353312270644375,"Venezuela, RB",76.5,Latin America & Caribbean,"Venezuela, RB","Population, female",15089558.0
4856,Vietnam,2014,0.006845637120078278,Vietnam,79.2,East Asia & Pacific,Vietnam,"Population, female",46014709.0
4857,Vanuatu,2014,0.003323588244345284,Vanuatu,71.5,East Asia & Pacific,Vanuatu,"Population, female",129980.0
4858,"Yemen, Rep.",2014,0.00181938731312335,"Yemen, Rep.",67.8,Middle East & North Africa,"Yemen, Rep.","Population, female",12806509.0
4859,South Africa,2014,0.003041259683968224,South Africa,66.1,Sub-Saharan Africa,South Africa,"Population, female",27620134.0
4860,Zambia,2014,0.003533464024389382,Zambia,64.3,Sub-Saharan Africa,Zambia,"Population, female",7782731.0
4861,Zimbabwe,2014,0.008418931651604965,Zimbabwe,61.0,Sub-Saharan Africa,Zimbabwe,"Population, female",7126795.0
4862,Afghanistan,2015,0.00237932445956903,Afghanistan,65.3,South Asia,Afghanistan,"Population, female",16727437.0
4863,Angola,2015,0.0026608698021504938,Angola,62.8,Sub-Saharan Africa,Angola,"Population, female",14093136.0
4864,Albania,2015,0.006632509478548994,Albania,80.1,Europe & Central Asia,Albania,"Population, female",1414246.0
4865,United Arab Emirates,2015,0.001013842968123756,United Arab Emirates,78.8,Middle East & North Africa,United Arab Emirates,"Population, female",2742042.0
4866,Argentina,2015,0.004358980886547077,Argentina,79.6,Latin America & Caribbean,Argentina,"Population, female",22115261.0
4867,Armenia,2015,0.011740223683514532,Armenia,77.9,Europe & Central Asia,Armenia,"Population, female",1550226.0
4870,Antigua and Barbuda,2015,0.004099458212306615,Antigua and Barbuda,77.8,Latin America & Caribbean,Antigua and Barbuda,"Population, female",48543.0
4871,Australia,2015,0.004385416881997052,Australia,85.0,East Asia & Pacific,Australia,"Population, female",11948693.0
4872,Austria,2015,0.006482833750901874,Austria,83.7,Europe & Central Asia,Austria,"Population, female",4411651.0
4873,Azerbaijan,2015,0.006085496899387758,Azerbaijan,75.1,Europe & Central Asia,Azerbaijan,"Population, female",4847591.0
4874,Burundi,2015,0.003158326313205762,Burundi,62.3,Sub-Saharan Africa,Burundi,"Population, female",5129299.0
4875,Belgium,2015,0.0056172777695011125,Belgium,83.5,Europe & Central Asia,Belgium,"Population, female",5732314.0
4876,Benin,2015,0.0061441847929541655,Benin,62.4,Sub-Saharan Africa,Benin,"Population, female",5305830.0
4877,Burkina Faso,2015,0.005554428782544003,Burkina Faso,61.0,Sub-Saharan Africa,Burkina Faso,"Population, female",9091844.0
4878,Bangladesh,2015,0.0011292962420525778,Bangladesh,73.7,South Asia,Bangladesh,"Population, female",77039130.0
4879,Bulgaria,2015,0.00827245619259797,Bulgaria,78.3,Europe & Central Asia,Bulgaria,"Population, female",3686934.0
4880,Bahrain,2015,0.0016663587870431556,Bahrain,78.0,Middle East & North Africa,Bahrain,"Population, female",525097.0
4881,"Bahamas, The",2015,0.0046627066544820146,"Bahamas, The",75.5,Latin America & Caribbean,"Bahamas, The","Population, female",192592.0
4882,Bosnia and Herzegovina,2015,0.01224242985917201,Bosnia and Herzegovina,79.4,Europe & Central Asia,Bosnia and Herzegovina,"Population, female",1748019.0
4883,Belarus,2015,0.003439693669579863,Belarus,79.1,Europe & Central Asia,Belarus,"Population, female",5058590.0
4884,Belize,2015,0.005155123872316653,Belize,77.2,Latin America & Caribbean,Belize,"Population, female",180791.0
4885,Bolivia,2015,0.006640415752915864,Bolivia,73.5,Latin America & Caribbean,Bolivia,"Population, female",5406288.0
4886,Brazil,2015,0.004392460868784642,Brazil,78.9,Latin America & Caribbean,Brazil,"Population, female",103814243.0
4887,Barbados,2015,0.006442051983028711,Barbados,80.2,Latin America & Caribbean,Barbados,"Population, female",147779.0
4888,Brunei Darussalam,2015,0.004596003737078449,Brunei Darussalam,76.7,East Asia & Pacific,Brunei Darussalam,"Population, female",199086.0
4889,Bhutan,2015,0.0016139961089607319,Bhutan,71.1,South Asia,Bhutan,"Population, female",343867.0
4890,Botswana,2015,0.0025557071396089133,Botswana,70.9,Sub-Saharan Africa,Botswana,"Population, female",1099500.0
4891,Central African Republic,2015,0.0038780449712036416,Central African Republic,53.6,Sub-Saharan Africa,Central African Republic,"Population, female",2266606.0
4892,Canada,2015,0.004211272777193836,Canada,84.2,North America,Canada,"Population, female",17999309.0
4893,Switzerland,2015,0.004804792744906382,Switzerland,85.2,Europe & Central Asia,Switzerland,"Population, female",4183323.0
4894,Chile,2015,0.006378392548634695,Chile,82.3,Latin America & Caribbean,Chile,"Population, female",9124556.0
4895,China,2015,0.015345374728702342,China,78.6,East Asia & Pacific,China,"Population, female",671212022.0
4896,Cote d'Ivoire,2015,0.0038679903673101155,Cote d'Ivoire,57.9,Sub-Saharan Africa,Cote d'Ivoire,"Population, female",11478829.0
4897,Cameroon,2015,0.007059835148131298,Cameroon,59.4,Sub-Saharan Africa,Cameroon,"Population, female",11657496.0
4898,"Congo, Dem. Rep.",2015,0.0027469241513024658,"Congo, Dem. Rep.",61.1,Sub-Saharan Africa,"Congo, Dem. Rep.","Population, female",38224572.0
4899,"Congo, Rep.",2015,0.004355826657823516,"Congo, Rep.",64.9,Sub-Saharan Africa,"Congo, Rep.","Population, female",2433522.0
4900,Colombia,2015,0.004663277138230181,Colombia,79.5,Latin America & Caribbean,Colombia,"Population, female",24231886.0
4901,Comoros,2015,0.003399542229580689,Comoros,65.4,Sub-Saharan Africa,Comoros,"Population, female",385346.0
4902,Cabo Verde,2015,0.0056559789047273285,Cabo Verde,75.6,Sub-Saharan Africa,Cabo Verde,"Population, female",261670.0
4903,Costa Rica,2015,0.004788886480684481,Costa Rica,82.4,Latin America & Caribbean,Costa Rica,"Population, female",2422275.0
4904,Cuba,2015,0.007495137376038414,Cuba,80.6,Latin America & Caribbean,Cuba,"Population, female",5697027.0
4905,Cyprus,2015,0.0035197173183894874,Cyprus,82.7,Europe & Central Asia,Cyprus,"Population, female",579592.0
4906,Czech Republic,2015,0.005965401417453944,Czech Republic,81.6,Europe & Central Asia,Czech Republic,"Population, female",5364266.0
4907,Germany,2015,0.006504204486407538,Germany,83.4,Europe & Central Asia,Germany,"Population, female",41511610.0
4908,Djibouti,2015,0.004084654463761456,Djibouti,67.1,Middle East & North Africa,Djibouti,"Population, female",430881.0
4909,Denmark,2015,0.003919829683400256,Denmark,82.6,Europe & Central Asia,Denmark,"Population, female",2857267.0
4910,Dominican Republic,2015,0.005511940460136011,Dominican Republic,76.8,Latin America & Caribbean,Dominican Republic,"Population, female",5134308.0
4911,Algeria,2015,0.0012866066938433938,Algeria,77.5,Middle East & North Africa,Algeria,"Population, female",19664129.0
4912,Ecuador,2015,0.006310930271877593,Ecuador,79.2,Latin America & Caribbean,Ecuador,"Population, female",8097063.0
4913,"Egypt, Arab Rep.",2015,0.006364151360864419,"Egypt, Arab Rep.",73.8,Middle East & North Africa,"Egypt, Arab Rep.","Population, female",45724871.0
4915,Spain,2015,0.007360377446923642,Spain,85.9,Europe & Central Asia,Spain,"Population, female",23640092.0
4916,Estonia,2015,0.005941617891125565,Estonia,82.2,Europe & Central Asia,Estonia,"Population, female",700146.0
4917,Ethiopia,2015,0.0035695259574341173,Ethiopia,67.4,Sub-Saharan Africa,Ethiopia,"Population, female",50426864.0
4918,Finland,2015,0.006037297561866129,Finland,84.3,Europe & Central Asia,Finland,"Population, female",2782702.0
4919,Fiji,2015,0.004868230117492862,Fiji,68.9,East Asia & Pacific,Fiji,"Population, female",427260.0
4920,France,2015,0.006646775898265848,France,85.3,Europe & Central Asia,France,"Population, female",34302345.0
4921,"Micronesia, Fed. Sts.",2015,0.004220906561081747,"Micronesia, Fed. Sts.",69.2,East Asia & Pacific,"Micronesia, Fed. Sts.","Population, female",53543.0
4922,Gabon,2015,0.0059946079913460034,Gabon,67.3,Sub-Saharan Africa,Gabon,"Population, female",955859.0
4923,United Kingdom,2015,0.005905262688342675,United Kingdom,82.9,Europe & Central Asia,United Kingdom,"Population, female",33021393.0
4924,Georgia,2015,0.007296007234350835,Georgia,77.6,Europe & Central Asia,Georgia,"Population, female",1946270.0
4925,Ghana,2015,0.005667776478902229,Ghana,64.1,Sub-Saharan Africa,Ghana,"Population, female",13744367.0
4926,Guinea,2015,0.008645105493788281,Guinea,60.6,Sub-Saharan Africa,Guinea,"Population, female",5957128.0
4927,"Gambia, The",2015,0.008894935119296777,"Gambia, The",62.5,Sub-Saharan Africa,"Gambia, The","Population, female",1051160.0
4928,Guinea-Bissau,2015,0.00707944347271946,Guinea-Bissau,59.3,Sub-Saharan Africa,Guinea-Bissau,"Population, female",891313.0
4929,Equatorial Guinea,2015,0.0028129179910024896,Equatorial Guinea,58.9,Sub-Saharan Africa,Equatorial Guinea,"Population, female",522589.0
4930,Greece,2015,0.010165330016531368,Greece,84.3,Europe & Central Asia,Greece,"Population, female",5508921.0
4931,Grenada,2015,0.00694112015318334,Grenada,75.0,Latin America & Caribbean,Grenada,"Population, female",54314.0
